id,query_string,repository_id,repository_url,project_url,version,title,description,language,doi,upload_date,download_date,download_repository_folder,download_project_folder,download_version_folder,download_method,license,license_url
11,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3609,,Finnish Experiences of Loneliness 2020-2021,"The dataset consists of self-administered written texts on experiences of loneliness. The participants wrote about their experiences with loneliness during different stages of their lives. The data was collected in collaboration with MIELI Mental Health Finland and HelsinkiMissio. The writing guidelines directed participants to write about their experiences of loneliness, the emotions elicited by those experiences, and their own relationship with loneliness. Additionally, participants were asked","fi, en",https://doi.org/10.60686/t-fsd3609,2022-11-22,2026-04-16T21:56:32.333496,finnish-social-science-data-archive,FSD3609,,API-CALL,In accordance with the agreement between FSD and the depositor.,
12,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3535,,Children and Youth Leisure Survey: 10-29-Year-Olds 2018,"The survey studied the leisure time activities and physical activity of Finnish children and young people aged 10-29. Both everyday physical actitivies and organised sport were included. Two questionnaires were used, one for participants aged 10-14 or and the other for participants aged 15-29. The parents of the children aged 10-14 participated in the interviews and some questions were asked from them instead of the children. The formulation of the question sometimes differed slightly between th","fi, en",https://doi.org/10.60686/t-fsd3535,2022-10-22,2026-04-16T21:56:32.862570,finnish-social-science-data-archive,FSD3535,,API-CALL,In accordance with the agreement between FSD and the depositor.,
13,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3129,,Children and Youth Leisure Survey 2016,"The survey studied the leisure time activities of Finnish children and young people aged from seven to 29. Data collection is carried out every three years. In 2016 the survey was renamed as the Children and Youth Leisure Survey because the minimum age limit for participants was lowered. The parents/guardians of the respondents between 7 and 14 years of age were first asked how much time the child spent using media (including social media, computer games, books, the internet etc.) and exercising","fi, en",https://doi.org/10.60686/t-fsd3129,2017-05-02,2026-04-16T21:56:33.394073,finnish-social-science-data-archive,FSD3129,,API-CALL,In accordance with the agreement between FSD and the depositor.,
14,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3955,,Finnish Opinions on Security Policy and National Defence 2024,"The annual Finnish Opinions on Security Policy National Defence survey charted Finnish public opinion on foreign policy, defence policy, security, military alliances, military service, and international armed conflicts at the time of the survey. Some questions examined views on factors affecting safety and security. This survey round also included questions about the Russian invasion of Ukraine. Opinions were charted on the success of foreign policy in the previous few years, funds allocated to ","fi, en",https://doi.org/10.60686/t-fsd3955,2025-07-14,2026-04-16T21:56:33.954656,finnish-social-science-data-archive,FSD3955,,API-CALL,In accordance with the agreement between FSD and the depositor.,
15,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3203,,Tampere Praksis: Child Foster Care and Children's Close Networks 2016,"This dataset contains interviews with four Finnish social workers who worked with children taken into custody. The social workers each described 2-3 cases and how they progressed. Nine cases were discussed in total. Central themes in the interviews included the children's social networks, the custody process, and the social worker's role and decisions in situations where the child's social network needed adjustment. Finally, unless it had already been discussed, the researcher enquired the types","fi, en",https://doi.org/10.60686/t-fsd3203,2018-12-13,2026-04-16T21:56:34.537346,finnish-social-science-data-archive,FSD3203,,API-CALL,In accordance with the agreement between FSD and the depositor.,
16,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD2957,,Amateur Naturalism and Activities of Nature and Wildlife Organizations: Observation Notes 2006-2011,"The dataset consists of observation notes made about meetings and events held by amateur naturalist societies, and a few other nature-related events in Finland. Observations were made in the meetings of Tampere Botanical Association, Tampere Entomological Society and Tampere Mycological Society, in the events and seminars organised by Pirkanmaa Ornithological Society and the Natural History Museum of Tampere, as well as in the publication event of a bird atlas. Altogether, 11 meetings or events ","fi, en",https://doi.org/10.60686/t-fsd2957,2015-07-14,2026-04-16T21:56:35.073290,finnish-social-science-data-archive,FSD2957,,API-CALL,In accordance with the agreement between FSD and the depositor.,
17,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD2867,,Historical Consciousness in Finland 2010: Interviews,"The qualitative study charted historical consciousness and notions of the past in Finland. Data were collected through face-to-face interviews. The interviewee sample was randomly drawn from among the individuals who had responded to a survey on the same subject in 2009 (FSD2932) and had indicated willingness to participate in a subsequent interview. In addition, students of a upper secondary school in Helsinki were interviewed. The archived data consist of 58 interview transcriptions. Interview","fi, en",https://doi.org/10.60686/t-fsd2867,2015-07-13,2026-04-16T21:56:35.609179,finnish-social-science-data-archive,FSD2867,,API-CALL,In accordance with the agreement between FSD and the depositor.,
18,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3504,,Amateur Naturalism and Technology 2020-2021,"The dataset consists of texts by nature enthusiasts on utilising technology in their nature-related hobbies. The data were collected for a study on the impact of technology on people's connection with nature and knowledge of nature. The invitation to write was aimed at all nature enthusiasts who had experiences of or opinions on technology, even if they had not utilised technology in their hobby. The data were collected during the coronavirus pandemic, so some texts also reference COVID-19. The ","fi, en",https://doi.org/10.60686/t-fsd3504,2022-02-15,2026-04-16T21:56:36.148085,finnish-social-science-data-archive,FSD3504,,API-CALL,In accordance with the agreement between FSD and the depositor.,
19,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3807,,Postmemory of Family Separation 2021,"The survey explores the mental wellbeing of descendants of Ingric people who have experienced forced emigration, ethnic persecution and family separation in Finland today. The data focuses on the descendants' family relationships and their connection to their Ingric background, as well as on wartime experiences. First, the survey asked about the respondent's family background in Ingria, and then asked about the respondent's personal relationship to being Ingric. Next, the respondent was asked ab","fi, en",https://doi.org/10.60686/t-fsd3807,2024-09-12,2026-04-16T21:56:36.676725,finnish-social-science-data-archive,FSD3807,,API-CALL,In accordance with the agreement between FSD and the depositor.,
20,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3618,,Narratives of Everyday Life during the COVID-19 Pandemic 2021,The dataset consists of self-administered written texts on everyday life during the COVID-19 pandemic. The study aimed to collect information on how people experienced life during the corona pandemic. Participants were invited to write about their future expectations and their lives before and during the pandemic. They were also asked to write about any topics that had been important and relevant to them in the context of the pandemic. The writing guidelines included questions to facilitate writ,"fi, en",https://doi.org/10.60686/t-fsd3618,2022-07-18,2026-04-16T21:56:37.211335,finnish-social-science-data-archive,FSD3618,,API-CALL,In accordance with the agreement between FSD and the depositor.,
21,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3138,,"Death, Loss and Memory 2014","The data comprise texts written by Finns about death. Themes include own death, death of a loved one and its impact on life, ideal ways to die and life after death. Finnish attitudes towards death and supernatural experiences relating to death were also written about. The data were collected in cooperation by the Archive of the Finnish Literature Society and the Academy of Finland project called Mind and the Other (SA266573), which studied the human mind and phenomena that were regarded as super","fi, en",https://doi.org/10.60686/t-fsd3138,2017-06-27,2026-04-16T21:56:37.751832,finnish-social-science-data-archive,FSD3138,,API-CALL,In accordance with the agreement between FSD and the depositor.,
22,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3966,,Clients' Experiences about Discretion in Disability Social Work and Disability Services 2022,The data consists of writings in which clients describe their experiences of the use of discretion in disability social work and disability services. The data was collected as part of a larger research project (HaraVa 2022-2023) funded by the Ministry of Social Affairs and Health. The writing invitation asked people to write freely and in their own way about their own experiences of using discretion in disability services and social work for people with disabilities. The writing invitation asked,"fi, en",https://doi.org/10.60686/t-fsd3966,2025-04-11,2026-04-16T21:56:38.289192,finnish-social-science-data-archive,FSD3966,,API-CALL,In accordance with the agreement between FSD and the depositor.,
23,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3868,,Experiences of Intergenerational Poverty 2024,The data consists of writings in which respondents talk about their experiences of poverty inherited from their childhood. The data was originally collected for a Master's thesis on what poverty and exclusion look and feel like in the everyday lives of families with children from one generation to the next. The writing call was open to anyone who had lived in a low-income family as a child and who was themselves a family member and low-income earner at the time of the collection. In the writing ,"fi, en",https://doi.org/10.60686/t-fsd3868,2025-01-02,2026-04-16T21:56:38.815486,finnish-social-science-data-archive,FSD3868,,API-CALL,In accordance with the agreement between FSD and the depositor.,
24,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3753,,Finnish Experiences of Domestic Violence 2022-2023,"The dataset consists of self-administered written texts in which people describe their experiences of domestic violence and their recovery from it. The data was collected using FSD's Penna textual data collection tool for the Violence to Safety doctoral dissertation. In the writing invitation, participants were asked to share their experiences of domestic violence. The researcher also listed some specific questions that the participants could use in formulating their thoughts. The first question","fi, en",https://doi.org/10.60686/t-fsd3753,2026-03-02,2026-04-16T21:56:39.340368,finnish-social-science-data-archive,FSD3753,,API-CALL,In accordance with the agreement between FSD and the depositor.,
25,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3772,,Experiences of Being Talked Past in the Daily Lives of Disabled People 2023,"The dataset consists of self-administered written texts on the experiences people with disabilities have had with dismissive behaviour and being talked past in their everyday lives. The data was collected using FSD's Penna textual data collection tool. The writing guidelines directed participants to write a free-form account of their experiences of dismissive behaviour and being talked past as a disabled person, for example, when service providers talk to a person who is assisting the disabled p","fi, en",https://doi.org/10.60686/t-fsd3772,2024-03-04,2026-04-16T21:56:39.859330,finnish-social-science-data-archive,FSD3772,,API-CALL,In accordance with the agreement between FSD and the depositor.,
26,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3521,,Finnish Experiences of Shame in Working Life 2020-2021,"The dataset consists of self-administered written texts on Finnish experiences of shame in working life. The data were collected for a Master's thesis that examined the causes of shame in working life. The writing invitation was shared on social media channels. In the writing guidelines, participants were instructed to write a story in their own words about experiences of shame they had had in their working lives. The experience of shame could be a memory from years ago or an event that had happ","fi, en",https://doi.org/10.60686/t-fsd3521,2022-07-08,2026-04-16T21:56:40.385604,finnish-social-science-data-archive,FSD3521,,API-CALL,In accordance with the agreement between FSD and the depositor.,
27,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3862,,Interviews with Gerontological Social Work and Diaconal Work Clients and Those Working with Older Adults 2021,"The data includes 30 group interviews and 19 individual interviews conducted in the Gerontological social work responding to complex needs of older adults (GERIT) research project. Due to the timing of the interviews, several of the interviews discuss the impact of COVID-19 restrictions on the lives of older people and the services provided to them. Group interviews with client and service advisors cover the reasons for becoming a client, the typical service process, and counselling and guidance","fi, en",https://doi.org/10.60686/t-fsd3862,2025-01-23,2026-04-16T21:56:40.908305,finnish-social-science-data-archive,FSD3862,,API-CALL,In accordance with the agreement between FSD and the depositor.,
28,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3652,,Forced Migrants' Experiences of Family Reunification 2018-2020,"This dataset consists of 38 interviews on family reunification with people who migrated to Finland as refugees or asylum seekers. The interviewees had either not yet completed the family reunification process or had given up on bringing their family to Finland because the process had been too difficult. The data were collected as part of the 'Family Separation, Migration Status and Everyday Security: Experiences and Strategies of Vulnerable Migrants' research project funded by the Academy of Fin","fi, en",https://doi.org/10.60686/t-fsd3652,2023-03-10,2026-04-16T21:56:41.429749,finnish-social-science-data-archive,FSD3652,,API-CALL,In accordance with the agreement between FSD and the depositor.,
29,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3346,,Views of Violence in a Changing Media Landscape 2017,"The study charted views and notions of violence in Finland. The interview participants shared their opinions on safety in their neighbourhood and Finland in general. They were also asked where they searched for and received information on violent crime and which media sources they considered reliable. Four focus groups were formed with the goal of having as different media users as possible: people involved in harness racing, elderly women's arts and crafts club, young men working for the Defenc","fi, en",https://doi.org/10.60686/t-fsd3346,2019-09-18,2026-04-16T21:56:41.959174,finnish-social-science-data-archive,FSD3346,,API-CALL,In accordance with the agreement between FSD and the depositor.,
30,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD2956,,Amateur Naturalism and Activities of Nature and Wildlife Organizations: Interviews 2002-2011,"The qualitative dataset consists of 33 interview transcripts. The interviewees were authorities and amateur naturalists and other people whose hobbies included activities related to nature or wildlife. The latter were selected from among individuals with strong interest in plants, birds, insects or swamps. The interviewed authorities worked with environmental protection issues or environmental research at local, regional or national level. Data were mostly collected with face-to-face interviews ","fi, en",https://doi.org/10.60686/t-fsd2956,2015-07-14,2026-04-16T21:56:42.486241,finnish-social-science-data-archive,FSD2956,,API-CALL,In accordance with the agreement between FSD and the depositor.,
31,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3842,,Experiences of Using Boundaries as a Coping Tool in Personal Relationships with People with Mental Health and Substance Abuse Problems 2023-2024,"The data consists of writings in which respondents describe their experiences of setting boundaries when a person close to them has a mental health or substance abuse problem. In the writing guidelines, respondents were asked to give a free-form description of using boundaries as a coping tool. In addition, participants were asked to describe how their own life has been affected by the mental health or substance abuse challenges of a loved one and what feelings they have associated with setting ","fi, en",https://doi.org/10.60686/t-fsd3842,2024-07-02,2026-04-16T21:56:43.011718,finnish-social-science-data-archive,FSD3842,,API-CALL,In accordance with the agreement between FSD and the depositor.,
32,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD2076,,Life Course 1971-2002,"This longitudinal study covered the impact of ability (intelligence), social background and educational achievement on a person's life course (life history). In the early 1970s, the Illinois Test of Psycholinguistic Abilities (ITPA) was used to test the verbal intelligence of Finnish children aged 3-9. The test included 12 subtests which measured decoding, processing and encoding of auditory and visual information, and auditory and visual short-term memory. In the 1980s, data were collected on t","fi, en",https://doi.org/10.60686/t-fsd2076,2007-02-07,2026-04-16T21:56:43.572267,finnish-social-science-data-archive,FSD2076,,API-CALL,In accordance with the agreement between FSD and the depositor.,
33,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD1129,,Sociobarometer 1994,"In the present study, the respondents were asked to assess the changes in municipal budget in 1993-1994, the social services gross expenditures in 1993, and the budget of 1994. They also stated their opinions about the staff reductions within the social services sector, and whether they thought it is possible to ensure the necessary services with the present resources. The respondents were asked to evaluate how well the needs of the different customer groups were met. In addition, they estimated","fi, en",https://doi.org/10.60686/t-fsd1129,2002-04-11,2026-04-16T21:56:44.099336,finnish-social-science-data-archive,FSD1129,,API-CALL,In accordance with the agreement between FSD and the depositor.,
34,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD2741,,Finnish Working Life Barometer: Local Government Employees 1994,"The annual survey studied employee opinion on the quality of working life in Finnish municipalities. Main themes were job characteristics, conflicts at the workplace, working hours, flexibility, pay systems, employment security, equality and teleworking. The year 1994 survey contained new questions on working time and equality between men and women at the workplace. First, the respondents were asked how many years they had worked for the employer they were working for at the time, type of contra","fi, en",https://doi.org/10.60686/t-fsd2741,2012-11-26,2026-04-16T21:56:44.619538,finnish-social-science-data-archive,FSD2741,,API-CALL,In accordance with the agreement between FSD and the depositor.,
35,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD1285,,Sport Survey 2001-2002: Young People and Children,"This survey investigated the sporting activities of Finnish children and young people aged between 3 and 18: how much they exercise and in what sports they participate. Respondents' attitudes towards sports organisations in Finland were also charted. Parents answered on behalf of children under 12 years old, and young people aged 12-18 were interviewed in person. Firstly, participation in sport both within and outside of sports organisations was surveyed. One question focused on how often childr","fi, en",https://doi.org/10.60686/t-fsd1285,2004-09-03,2026-04-16T21:56:45.142742,finnish-social-science-data-archive,FSD1285,,API-CALL,In accordance with the agreement between FSD and the depositor.,
36,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD2109,,Jyväskylä Longitudinal Study of Personality and Social Development (JYLS): Self-Ratings of 42-Year-Olds 2001,"The data are part of the Jyväskylä Longitudinal Study of Personality and Social Development (JYLS), in which the same individuals have been followed over 30 years. At the 2001 research stage, various aspects of the lives of 42-year-old participants were charted with the help of a life situation questionnaire, an interview, self-rating questionnaires, personality tests, and a medical examination. This dataset contains the responses to the 26 self-rating questionnaires, which were given to the par","fi, en",https://doi.org/10.60686/t-fsd2109,2008-04-10,2026-04-16T21:56:45.662911,finnish-social-science-data-archive,FSD2109,,API-CALL,In accordance with the agreement between FSD and the depositor.,
37,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3583,,Experiences of Voluntary Childlessness and Sterilisation 2017,"The dataset consists of self-administered written texts on voluntary childlessness and sterilisation. The writing invitation was open to all voluntarily childless individuals who have considered sterilisation or have been sterilised. The data were collected for a Master's thesis. In the writing guidelines, participants were asked to write about how they had arrived at the decision to remain childless, and to describe what they thought about sterilisation. The study aimed to collect data on the r","fi, en",https://doi.org/10.60686/t-fsd3583,2022-07-18,2026-04-16T21:56:46.184057,finnish-social-science-data-archive,FSD3583,,API-CALL,In accordance with the agreement between FSD and the depositor.,
38,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD2309,,Conflict and Stress in Teaching 1993,"The survey charted how various conflicts create stress in teachers' work and how teachers cope with stress. The archived data consist of 50 interviews conducted with primary teachers in East Vantaa in 1993. The interviewees were aged between 23 and 59 years. Topics covered the teachers' opinions on the content of their job, stress symptoms, strenuousness and frequency of social conflicts, solutions to conflicts and their consequences, and how the teachers' work community related to the conflicts","fi, en",https://doi.org/10.60686/t-fsd2309,2008-04-15,2026-04-16T21:56:46.709067,finnish-social-science-data-archive,FSD2309,,API-CALL,In accordance with the agreement between FSD and the depositor.,
39,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3128,,Aalto University Teacher Views on Entrepreneurship 2012,"Aalto University Teacher Views on Entrepreneurship 2012 charted the views of Aalto University teachers about entrepreneurship, entrepreneur spirit, and whether entrepreneurial people were suitable for the university, as well as attitudes towards the structural changes that were implemented in Aalto University, and how these changes have affected education and the teachers' work. The background information included the writer's age, occupation, and field of study. The dataset is only available in","fi, en",https://doi.org/10.60686/t-fsd3128,2017-05-15,2026-04-16T21:56:47.229871,finnish-social-science-data-archive,FSD3128,,API-CALL,In accordance with the agreement between FSD and the depositor.,
40,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3672,,Child-up: Interviews with Professionals Working with Children with Immigrant Backgrounds 2020-2021,"The dataset consists of interviews with professionals in the fields of education and social work on their experiences of working on the inclusion and integration of children with immigrant backgrounds. The professionals interviewed include public service interpreters, school social workers, teachers, counsellors, and other workers in the field of social work, such as individuals working in reception centres. The data includes both individual and group interviews. The data were collected as part ","fi, en",https://doi.org/10.60686/t-fsd3672,2023-07-18,2026-04-16T21:56:47.764138,finnish-social-science-data-archive,FSD3672,,API-CALL,In accordance with the agreement between FSD and the depositor.,
41,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3847,,Newspaper Articles about Hossa National Park and Evo Hiking Area: List of Works 2012-2023,"The material includes a list of newspaper articles, which contains information on the Hossa National Park and the Evo Hiking Area. The list of articles contains the chronologically ordered reference data: the code by which the article is referred to in the research, the name of the author of the article, the title of the article, the title of the publication, the date of the publication, the page number of the article, the type of text (editorial, news, column), the ISSN of the publication, the ","fi, en",https://doi.org/10.60686/t-fsd3847,2024-05-07,2026-04-14T17:23:18.491520,finnish-social-science-data-archive,FSD3847,,API-CALL,In accordance with the agreement between FSD and the depositor.,
42,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD3044,,Food Diaries of Finns 2013,"The data consist of food diaries of Finnish people which they wrote about a single day; 12 April 2013. The food diaries included information on, for instance, what was eaten and where, at what time and with whom did eating take place, what kind of ingredients were used, and what kind of food was favoured and avoided. Some participants included pictures of their food in the diaries. The dataset is only available in Finnish.","fi, en",https://doi.org/10.60686/t-fsd3044,2016-06-13,2026-04-16T21:56:48.287803,finnish-social-science-data-archive,FSD3044,,API-CALL,In accordance with the agreement between FSD and the depositor.,
43,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD2864,,Interviews of Fifth Year Students in the University of Tampere 2006,"The dataset consists of 32 interview transcripts. The interviewees were fifth-year students studying at the University of Tampere, Finland. Interview themes included application to the university, self-image as a student, progress of studies, leisure-time activities, financial support for students, and future prospects after graduation. The interviewees were asked to draw a line reflecting significant experiences during their studies. While the drawings have not been archived, their content was ","fi, en",https://doi.org/10.60686/t-fsd2864,2015-07-13,2026-04-16T21:56:48.807359,finnish-social-science-data-archive,FSD2864,,API-CALL,In accordance with the agreement between FSD and the depositor.,
44,,11,https://www.fsd.tuni.fi/en,https://services.fsd.tuni.fi/catalogue/FSD1002,,Finnish Voter Barometer 1975,"The variables describe the following: image of the parties, party membership, interest in politics, important sources of information in view of voting decision, voting in the 1972 municipal elections, voting certainty, party choices, satisfaction with the government, forming of the new cabinet, opinions on parties and politics, economic situation, agreement reached through collective bargaining, and the necessity of new parliamentary elections. Some variables are connected with the interview sit","fi, en",https://doi.org/10.60686/t-fsd1002,2002-03-22,2026-04-16T21:56:49.327475,finnish-social-science-data-archive,FSD1002,,API-CALL,In accordance with the agreement between FSD and the depositor.,
